id,Code,Name,Description,Unit,Brand,Sub_Group,Item_Group
2406,LAHC14535,MINI PLEAT FINE FILTER EU7- 595 MM (W) x 494 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2407,LAHC14536,MINI PLEAT FINE FILTER EU7- 494 MM (W) x 595 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2408,LAHC14537,MINI PLEAT FINE FILTER EU7- 595 MM (W) x 290 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2409,LAHC14538,MINI PLEAT FINE FILTER EU7- 290 MM (W) x 595 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2410,LAHC14539,RIGID FILTER EU5 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2411,LAHC14540,RIGID FILTER EU5 GRADE -610 MM (W) x 510 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2412,LAHC14541,RIGID FILTER EU5 GRADE - 510 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2413,LAHC14542,RIGID FILTER EU5 GRADE - 305 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2414,LAHC14543,RIGID FILTER EU5 GRADE - 610 MM (W) x 305 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2415,LAHC14439,RIGID FILTER EU6 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2416,LAHC14544,RIGID FILTER EU6 GRADE -610 MM (W) x 510 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2417,LAHC14545,RIGID FILTER EU6 GRADE - 510 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2418,LAHC14546,RIGID FILTER EU6 GRADE - 305 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2419,LAHC14547,RIGID FILTER EU6 GRADE - 610 MM (W) x 305 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2420,LAHC14548,RIGID FILTER EU7 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2421,LAHC14549,RIGID FILTER EU7 GRADE -610 MM (W) x 510 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2422,LAHC14550,RIGID FILTER EU7 GRADE - 510 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2423,LAHC14551,RIGID FILTER EU7 GRADE - 305 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2424,LAHC14552,RIGID FILTER EU7 GRADE - 610 MM (W) x 305 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2425,LAHC14553,RIGID FILTER EU9 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2426,LAHC14554,RIGID FILTER EU9 GRADE -610 MM (W) x 510 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2427,LAHC14555,RIGID FILTER EU9 GRADE - 510 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2428,LAHC14556,RIGID FILTER EU9 GRADE - 305 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2429,LAHC14557,RIGID FILTER EU9 GRADE - 610 MM (W) x 305 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2430,LAHC14558,BAG FILTER EU5 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2431,LAHC14559,BAG FILTER EU5 GRADE -610 MM (W) x 510 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2432,LAHC14560,BAG FILTER EU5 GRADE - 510 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2433,LAHC14561,BAG FILTER EU5 GRADE - 305 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2434,LAHC14562,BAG FILTER EU5 GRADE - 610 MM (W) x 305 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2435,LAHC14563,BAG FILTER EU6 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2436,LAHC14564,BAG FILTER EU6 GRADE -610 MM (W) x 510 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2437,LAHC14565,BAG FILTER EU6 GRADE - 510 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2438,LAHC14566,BAG FILTER EU6 GRADE - 305 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2439,LAHC14567,BAG FILTER EU6 GRADE - 610 MM (W) x 305 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2440,LAHC14568,BAG FILTER EU7 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2441,LAHC14569,BAG FILTER EU7 GRADE -610 MM (W) x 510 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2442,LAHC14570,BAG FILTER EU7 GRADE - 510 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2443,LAHC14571,BAG FILTER EU7 GRADE - 305 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2444,LAHC14572,BAG FILTER EU7 GRADE - 610 MM (W) x 305 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2445,LAHC14573,BAG FILTER EU9 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2446,LAHC14574,BAG FILTER EU9 GRADE -610 MM (W) x 510 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2447,LAHC14575,BAG FILTER EU9 GRADE - 510 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2448,LAHC14576,BAG FILTER EU9 GRADE - 305 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2449,LAHC14577,BAG FILTER EU9 GRADE - 610 MM (W) x 305 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2450,LCCR07009,SS SHEET 316 GRADE 1.6mm THK,,Kgs,OEM,,SS SHEETS
2451,LAHC11311,ER80C-4DN.K7.1R,,Nos,OEM,,FAN
2452,LAHC14578,ACTIVATED CARBON FILTER - 595 MM (W) x 494 MM (H) x 100MM (D),,Nos,OEM,CARBON FILTER,FILTER
2453,LAHC14579,ACTIVATED CARBON FILTER - 595 MM (W) x 595 MM (H) x 100MM (D),,Nos,OEM,CARBON FILTER,FILTER
2454,LAHC14580,ACTIVATED CARBON FILTER - 290 MM (W) x 595 MM (H) x 100MM (D),,Nos,OEM,CARBON FILTER,FILTER
2455,LAHC14581,ACTIVATED CARBON FILTER - 595 MM (W) x 290 MM (H) x 100MM (D),,Nos,OEM,CARBON FILTER,FILTER
2456,LAHC14582,ACTIVATED CARBON FILTER - 494 MM (W) x 595 MM (H) x 100MM (D),,Nos,OEM,CARBON FILTER,FILTER
2457,LAHC11312,140 x 190 FCU Fan with Housing,,Nos,OEM,,FAN
2458,LCCR07532,M.S Perforated Sheet,,Kgs,OEM,,G.I / COATED SHEETS
2459,LCCR07533,GI Perforated Sheet,,Kgs,OEM,,G.I / COATED SHEETS
2460,LAHC11313,RLM E6-2831 -315 Dia Plug Fan,,Nos,OEM,,FAN
2461,LAHM48624,GAS / LIQUID IN  STICKER,,Nos,OEM,,NAME PLATE/STICKER/LABELS
2462,LAHM48625,GAS  OUT  STICKER,,Nos,OEM,,NAME PLATE/STICKER/LABELS
2463,LAHM48626,"""U"" TRAP  STICKER",,Nos,OEM,,NAME PLATE/STICKER/LABELS
2464,LAHR17242,2 1/2  Inches Copper Elbow,,Nos,OEM,,COPPER ITEMS
2465,LCCM48528,5 Ply Corrugated Box 380mm (W) x 350mm (D) x 216mm(H),,Nos,OEM,,PACKING
2466,LAHR05284,1 Inch Brass Threaded Adaptor,,Nos,OEM,,BRASS ITEMS
2467,LAHR05285,1 1/2  Inches Brass Threaded Adaptor,,Nos,OEM,,BRASS ITEMS
2468,LAHR05286,2  Inches Brass Threaded Adaptor,,Nos,OEM,,BRASS ITEMS
2469,LAHR05287,2  1/2 Inches Brass Threaded Adaptor,,Nos,OEM,,BRASS ITEMS
2470,LAHR05288,3 Inches Brass Threaded Adaptor,,Nos,OEM,,BRASS ITEMS
2471,LAHC24768,NITRILE RUBBER ELASTOMERIC SELF ADHESIVE  TAPE,50mm Width with Self Adhesive,Meters,OEM,,GASKET & INSULATION
2472,LAHC11314,GR35C.ZID.DG.CR,,Nos,OEM,,FAN
2473,LAHC11315,GR50C.ZID.GL.CR,,Nos,OEM,,FAN
2474,LAHC11316,K3G500-PB24-03 - EBM MAKE,,Nos,EBM,,FAN
2475,LCCC14935,Non Return Valve - 2 Inches,,Nos,OEM,,VALVE
2476,LCCC14936,Butterfly Valve - 2 Inches,,Nos,OEM,,VALVE
2477,LCCC14937,3 Way Motorized Valve with Actuator - 1 1/2  Inches,,Nos,OEM,,VALVE
2478,LCCE27025,ABB 1.5 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2479,LCCE27026,ABB 2.2 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2480,LCCE27027,ABB 3.7 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2481,LCCE27028,ABB 5.5 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2482,LCCE27029,ABB 1.5 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2483,LCCE27030,ABB 2.2 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2484,LCCE27031,ABB 3.7 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2485,LCCE27032,ABB 5.5 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2486,LAHC14583,PRE FILTER EU4 GRADE - 570 MM (W) x 960 MM (H) x 48MM (D),,Nos,OEM,PRE FILTER,FILTER
2487,LAHC14584,FINE FILTER EU7 GRADE - 570 MM (W) x 960 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2488,LAHC14585,PRE FILTER EU4 GRADE - 400 MM (W) x 150 MM (H) x 25MM (D),,Nos,OEM,PRE FILTER,FILTER
2489,LAHC14586,FINE FILTER EU7 GRADE - 610 MM (W) x 610 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2490,LAHC14587,MINI PLEAT HEPA FILTER H14 GRADE - 610 MM (W) x 610 MM (H) x 69MM (D),,Nos,OEM,HEPA FILTER,FILTER
2491,LAHC11317,K3G250-RR02-I2 - EBM MAKE,,Nos,EBM,,FAN
2492,LCCR07010,SS SHEET 304 GRADE 3.0mm THK,,Kgs,OEM,,SS SHEETS
2493,LCCE27033,CG 5.5 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,CG,,MOTOR
2494,LAHC24402,HA0600-1200-060-2EOO-2-0-0-1200 - Cross Flow PHE,,Nos,OEM,,HEAT RECOVERY WHEEL
2495,LAHC24403,HA0850-1400-080-2EOO-2-2-0-1400 - Cross Flow PHE,,Nos,OEM,,HEAT RECOVERY WHEEL
2496,LAHC14588,RIGID FILTER EU7 GRADE - 355 MM (W) x 355 MM (H) x 300MM (D),,Nos,OEM,RIGID FILTER,FILTER
2497,LAHC14589,ACTIVATED CARBON FILTER - 350 MM (W) x 550 MM (H) x 150MM (D),,Nos,OEM,CARBON FILTER,FILTER
2498,LAHC14590,ACTIVATED CARBON FILTER - 440 MM (W) x 520 MM (H) x 150MM (D),,Nos,OEM,CARBON FILTER,FILTER
2499,LAHC14591,PRE FILTER EU3 GRADE- 350 MM (W) x 550 MM (H) x 48MM (D),,Nos,OEM,PRE FILTER,FILTER
2500,LAHC14592,PRE FILTER EU3 GRADE- 440 MM (W) x 520 MM (H) x 48MM (D),,Nos,OEM,PRE FILTER,FILTER
2501,LAHC11318,GR25C-6IK.BA.CR,,Nos,OEM,,FAN
2502,LAHC14593,PRE FILTER EU3 GRADE- 610 MM (W) x 160 MM (H) x 48MM (D),,Nos,OEM,PRE FILTER,FILTER
2503,LAHC14594,FINE FILTER EU7 GRADE - 450 MM (W) x 450 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2504,LAHC14595,MINI PLEAT HEPA FILTER H14 GRADE - 450 MM (W) x 450 MM (H) x 69MM (D),,Nos,OEM,HEPA FILTER,FILTER
2505,LAHC11319,GR25C-6ID. BD. CR,,Nos,OEM,,FAN
2506,LAHC11320,GR28C-6ID. BD. CR,,Nos,OEM,,FAN
2507,LAHC11321,160 x 190 FCU Fan with Housing,,Nos,OEM,,FAN
2508,LAHC11322,200 x190 FCU Fan with Housing,,Nos,OEM,,FAN
2509,LCCE27034,1/8 HP SINGLE PHASE 6 POLE MOTOR - WITH CAPACITIOR,,Nos,OEM,,MOTOR
2510,LAHR05289,FCU Brass Header Adaptor With Air Vent,,Nos,OEM,,BRASS ITEMS
2511,LAHC14596,Nylon Filter - 172mm(H) x 692mm(W) x 8mm(D) for 1.0 TR ST FCU,,Nos,OEM,NYLON FILTER,FILTER
2512,LAHC14597,Nylon Filter - 172mm(H) x 812mm(W) x 8mm(D) for 1.5 TR ST FCU,,Nos,OEM,NYLON FILTER,FILTER
2513,LAHC14598,Nylon Filter - 202mm(H) x 912mm(W) x 8mm(D) for 2.0 TR ST FCU,,Nos,OEM,NYLON FILTER,FILTER
2514,LAHC14599,Nylon Filter - 302mm(H) x 965mm(W) x 8mm(D) for 2.5 & 3.0 TR ST FCU,,Nos,OEM,NYLON FILTER,FILTER
2515,LAHR05290,FCU Brass Header Adaptor Without Air Vent,,Nos,OEM,,BRASS ITEMS
2516,LCCM48529,5 Ply Corrugated Box -FCU ST 1.0TR,1220mm (L) x 540mm (D) x 265mm(H),Nos,OEM,,PACKING
2517,LCCM48530,5 Ply Corrugated Box -FCU ST 1.5TR,1355mm (L) x 540mm (D) x 265mm(H),Nos,OEM,,PACKING
2518,LCCM48531,5 Ply Corrugated Box -FCU ST 2.0TR,1455mm (L) x 540mm (D) x 265mm(H),Nos,OEM,,PACKING
2519,LCCM48532,5 Ply Corrugated Box -FCU ST 2.5 & 3.0 TR,1510mm (L) x 640mm (D) x 385mm(H),Nos,OEM,,PACKING
2520,LAHC14600,FINE FILTER EU7 GRADE - 520 MM (W) x 850 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2521,LAHC14601,FINE FILTER EU7 GRADE - 570 MM (W) x 850 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2522,LAHC14602,FINE FILTER EU7 GRADE - 600 MM (W) x 600 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2523,LAHC14603,FINE FILTER EU7 GRADE - 490 MM (W) x 595 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2524,LAHC14604,FINE FILTER EU7 GRADE - 600 MM (W) x 500 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2525,LAHC14605,FINE FILTER EU7 GRADE - 500 MM (W) x 500 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2526,LAHC14606,FINE FILTER EU7 GRADE - 490 MM (W) x 490 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2527,LAHR17243,3/4 Inches Copper Hard Pipe,,Meters,OEM,,COPPER ITEMS
2528,LAHC11323,GR40C-ZID.DG.CR,,Nos,OEM,,FAN
2529,LAHC11324,GR45C-ZID.GG.CR,,Nos,OEM,,FAN
2530,LAHC14607,FINE FILTER EU7 GRADE - 610 MM (W) x 305 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2531,LAHC14608,FINE FILTER EU7 GRADE - 305 MM (W) x 610 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2532,LAHC14609,FINE FILTER EU7 GRADE - 610 MM (W) x 510 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2533,LAHC14610,FINE FILTER EU5 GRADE - 610 MM (W) x 610 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2534,LAHC14611,FINE FILTER EU5 GRADE - 610 MM (W) x 305 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2535,LAHC14612,FINE FILTER EU5 GRADE - 305 MM (W) x 610 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2536,LAHC14613,FINE FILTER EU5 GRADE - 610 MM (W) x 510 MM (H) x 100MM (D),,Nos,OEM,FINE FILTER,FILTER
2537,LAHC14614,Nylon Pleated Filter - 265mm(H) x 895mm(W) x16mm(D) for 1.0 TR DS FCU,,Nos,OEM,NYLON FILTER,FILTER
2538,LAHC14615,Nylon Pleated Filter - 265mm(H) x 1015mm(W) x16mm(D) for 1.5 TR DS FCU,,Nos,OEM,NYLON FILTER,FILTER
2539,LAHC14616,Nylon Pleated Filter - 265mm(H) x 1115mm(W) x16mm(D) for 2.0 TR DS FCU,,Nos,OEM,NYLON FILTER,FILTER
2540,LAHC14617,Nylon Pleated Filter - 375mm(H) x 1005mm(W) x16mm(D) for 2.5 TR DS FCU,,Nos,OEM,NYLON FILTER,FILTER
2541,LAHC14618,Nylon Pleated Filter - 375mm(H) x 1135mm(W) x16mm(D) for 3.0 TR DS FCU,,Nos,OEM,NYLON FILTER,FILTER
2542,LAHC23724,ALUMINUM CORNER PROFILE - 20-18 MM SQUARE NTBK,Corner Profile (20-18 NTBK),Meters,OEM,,ALUMINIUM PROFILES
2543,LAHC23725,ALUMINUM CORNER PROFILE - 70 - 50 CHAMFERED TBK,Corner Profile (70-50 TBK),Meters,OEM,,ALUMINIUM PROFILES
2544,LAHC23726,ALUMINUM OMEGA PROFILE - 70 - 50 CHAMFERED TBK,Omega Profile (70-50 TBK),Meters,OEM,,ALUMINIUM PROFILES
2545,LAHC15251,70-50 CHAMFERED TBK - Omega Jointer,,Nos,OEM,,PLASTIC PARTS
2546,LAHC15252,70-50 CHAMFERED TBK - 3 Way Corner,,Nos,OEM,,PLASTIC PARTS
2547,LCCE27035,ABB 1.1 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,ABB,,MOTOR
2548,LCCE27036,CG 1.1 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,OEM,,MOTOR
2549,LCCE27037,CG 2.2 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE2,,Nos,OEM,,MOTOR
2550,LCCE27038,CG 11 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,OEM,,MOTOR
2551,LCCE27039,CG 15 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,OEM,,MOTOR
2552,LCCE27040,CG 18.5 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,OEM,,MOTOR
2553,LAHC14619,PRE FILTER EU4 GRADE - 595 MM (W) x 595 MM (H) x 100MM (D),,Nos,OEM,PRE FILTER,FILTER
2554,LAHC14620,PRE FILTER EU4 GRADE - 595 MM (W) x 595 MM (H) x 100MM (D),,Nos,OEM,PRE FILTER,FILTER
2555,LAHC14621,PRE FILTER EU4 GRADE - 610 MM (W) x 460 MM (H) x 48MM (D),,Nos,OEM,PRE FILTER,FILTER
2556,LAHC14622,BAG FILTER EU9 GRADE - 610 MM (W) x 610 MM (H) x 300MM (D),,Nos,OEM,BAG FILTER,FILTER
2557,LAHC11325,K3G355-PJ75-01 ,,Nos,OEM,,FAN
2558,LAHC11326,GR31I-ZID.DC.CR ,,Nos,OEM,,FAN
2559,LAHR06257,12.7mm OD with 0.32 mm Wall Thickness Plain Tube Seamless LWC Copper,C12200 / O50 Light Annealed Complyng to ASTM Standard B68M,Kgs,OEM,,RAW MATERIAL
2560,LAHC11327,ER71C-4DN.I7.1R,,Nos,OEM,,FAN
2561,LAHC11328,BDB 710 XM KRUGER MAKE,,Nos,OEM,,FAN
2562,LAHC11329,BDB 800 XM KRUGER MAKE,,Nos,OEM,,FAN
2563,LAHC11330,BDB 900 XM KRUGER MAKE,,Nos,OEM,,FAN
2564,LAHC11331,BDB 1000 XM KRUGER MAKE,,Nos,OEM,,FAN
2565,LAHC11332,BDB 1120 XM KRUGER MAKE,,Nos,OEM,,FAN
2566,LCCE27041,CG 11 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,OEM,,MOTOR
2567,LAHC14623,PRE FILTER EU4 GRADE - 494 MM (W) x 494 MM (H) x 48MM (D),,Nos,OEM,PRE FILTER,FILTER
2568,LCCE27042,CG 1.5 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,OEM,,MOTOR
2569,LCCE27043,CG 2.2 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE3,,Nos,OEM,,MOTOR
2570,LCCE27044,CG 2.2 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,OEM,,MOTOR
2571,LCCE27045,CG 3.7 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 2 POLE FOOT MOUNTED-IE3,,Nos,OEM,,MOTOR
2572,LCCR07534,GI sheet 0.5mm THK 120 GSM,0.5,Kgs,OEM,AHU CASING,G.I / COATED SHEETS
2573,LAHC14624,COMBINATION FILTER EU4 PREFILTER + F7 GRADE FLANGE MINI PLEAT - 610 MM (W) x 610 MM (H) x 150MM (D),,Nos,OEM,COMBINATION FILTER,FILTER
2574,LAHC14625,COMBINATION FILTER EU4 PREFILTER + F7 GRADE FLANGE MINI PLEAT - 610 MM (W) x 305 MM (H) x 150MM (D),,Nos,OEM,COMBINATION FILTER,FILTER
2575,LAHC14626,COMBINATION FILTER EU4 PREFILTER + F7 GRADE FLANGE MINI PLEAT - 305 MM (W) x 610 MM (H) x 150MM (D),,Nos,OEM,COMBINATION FILTER,FILTER
2576,LAHC14627,COMBINATION FILTER EU4 PREFILTER + F7 GRADE FLANGE MINI PLEAT - 610 MM (W) x 510 MM (H) x 150MM (D),,Nos,OEM,COMBINATION FILTER,FILTER
2577,LAHC14628,COMBINATION FILTER EU4 PREFILTER + F7 GRADE FLANGE MINI PLEAT - 510 MM (W) x 610 MM (H) x 150MM (D),,Nos,OEM,COMBINATION FILTER,FILTER
2578,LAHC14629,COMBINATION FILTER EU4 PREFILTER + F7 GRADE FLANGE MINI PLEAT - 450 MM (W) x 450 MM (H) x 150MM (D),,Nos,OEM,COMBINATION FILTER,FILTER
2579,LCCE27046,ABB 9.3 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,OEM,,MOTOR
2580,LCCE27047,ABB 11 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,OEM,,MOTOR
2581,LAHE15111,FLAME PROOF BULK HEAD FITTING ,,Nos,OEM,,LAMP
2582,LAHE15112,FLAME PROOF LIMIT SWITCH,,Nos,OEM,,LAMP
2583,LCCE27048,CG 9.3 KW 3 PH TEFC-SQCAGE INDUCTION FLAME PROOF MOTOR 4 POLE FOOT MOUNTED-IE2,,Nos,OEM,,MOTOR
2584,LAHC11333,K3G560-PB31-03 - EBM MAKE,,Nos,OEM,,FAN
2585,LCCE27049,150 Watts SINGLE PHASE PSC MOTOR - WITH CAPACITIOR,1350 RPM / 2 Speed,Nos,OEM,,MOTOR
2586,LCCE27050,187 Watts SINGLE PHASE PSC MOTOR - WITH CAPACITIOR,1100 RPM / 3 Speed,Nos,OEM,,MOTOR
2587,LCCE27051,370 Watts SINGLE PHASE PSC MOTOR - WITH CAPACITIOR,1100 RPM / 3 Speed,Nos,OEM,,MOTOR
2588,LCCE27052,562 Watts SINGLE PHASE PSC MOTOR - WITH CAPACITIOR,1150 RPM / 4 Speed,Nos,OEM,,MOTOR
